id,name,lat,lon
101,志苔館,41.7658639888008, 140.8219062761773
102,上ノ国勝山館,41.80171394853463, 140.10076515565817
103,浪岡城,40.717094382466954, 140.6044118179068
104,九戸城,40.2671201066971, 141.30370615106952
105,白石城,38.00273150023545, 140.61710594669935
106,脇本城,39.90272697583819, 139.88911519077766
107,秋田城,39.74021231766398, 140.07778200720654
108,鶴ヶ岡城,38.72892726221307, 139.82458519216453
109,米沢城,37.909443441059274, 140.10508859222432
110,三春城,37.44268051877588, 140.49640170402753
111,向羽黒山城,37.44318619023463, 139.90183203965478
112,笠間城,36.38326051317435, 140.26571648585968
113,土浦城,36.08492238793717, 140.1983639523887
114,唐沢山城,36.3540463619889, 139.6007888646005
115,名胡桃城,36.66990990468166, 138.99185095606265
116,沼田城,36.648692341796064, 139.04004620685652
117,岩櫃城,36.559253807475386, 138.80452793330488
118,忍城,36.13810608652367, 139.45321524725944
119,杉山城,36.06271979620583, 139.31212139090928
120,菅谷館,36.03525174048737, 139.3227186478442
121,本佐倉城,35.72844916886872, 140.25900351724556
122,大多喜城,35.28595621331967, 140.23928509841053
123,滝山城,35.70198160967089, 139.32809130337105
124,品川台場,35.63416217177116, 139.76666882436555
125,小机城,35.51253420809934, 139.59415619192842
126,石垣山城,35.23524685498773, 139.12707604371496
127,新府城,35.73592431786033, 138.42533391454666
128,要害山城,35.703102743966454, 138.5983616739227
129,龍岡城,36.196353408105885, 138.50261523424578
130,高島城,36.03995410346594, 138.11199961811144
131,村上城,38.22045359377202, 139.48557619197976
132,高田城,37.110140931567784, 138.25706708857376
133,鮫ケ尾城,37.05150746319129, 138.2287689769239
134,富山城,36.69286380116767, 137.21158261846367
135,増山城,36.65147899024924, 137.04074957405226
136,鳥越城,36.36636283744177, 136.60094548398826
137,福井城,36.06576421552831, 136.2208358906301
138,越前大野城,35.98688150875226, 136.48307293821307
139,佐柿国吉城,35.61356417899791, 135.96617100418422
140,玄蕃尾城,35.59855238515938, 136.17681097355006
141,郡上八幡城,35.75323168231287, 136.9615060497078
142,苗木城,35.51309686194066, 137.48513859297697
143,美濃金山城,35.456744373085904, 137.09726990413546
144,大垣城,35.36211151802473, 136.61609527600595
145,興国寺城,35.14157350215292, 138.80708360974296
146,諏訪原城,34.81819692338184, 138.11962882379692
147,高天神城,34.69851725221831, 138.0354747475892
148,浜松城,34.71203100955915, 137.72485216315908
149,小牧山城,35.29265820731276, 136.91350609936958
150,古宮城,34.97479893352547, 137.4274810707392
151,吉田城,34.77097481263526, 137.39297633627908
152,津城,34.7179653402313, 136.50746814766848
153,多気北畠氏城館,34.518449544234535, 136.29884048457052
154,田丸城,34.49072881089238, 136.62810420287133
155,赤木城,33.89547633135164, 135.9520005015346
156,鎌刃城,35.29721383151619, 136.31544004994004
157,八幡山城,35.14408236166924, 136.08287648912244
158,福知山城,35.296948383147004, 135.12968088710636
159,芥川山城,34.88148371668225, 135.5885738127092
160,飯盛城,34.72654932709126, 135.65364119379066
161,岸和田城,34.45891947995768, 135.3707534179292
162,出石城 有子山城,35.46064956880218, 134.87458416988198
1621,有子山城,35.45553545409436, 134.8780863144253
163,黒井城,35.179178347790966, 135.10424125700712
164,洲本城,34.337736503357796, 134.902888216759
165,大和郡山城,34.651897794739696, 135.77902709689522
166,宇陀松山城,34.481516475869235, 135.93752694952457
167,新宮城,33.730101917680194, 135.99246426191615
168,若桜鬼ケ城,35.336958138672536, 134.39799398941594
169,米子城,35.42523102751122, 133.32435399054103
170,浜田城,34.903621012763, 132.07350920042998
171,備中高松城,34.692810005050994, 133.82224615173865
172,三原城,34.40145880257003, 133.0826635928742
173,新高山城,34.41953905572956, 132.97640270844727
174,大内氏館 高嶺城,34.18553019343268, 131.46229027818063
175,勝瑞城,34.131909585878915, 134.52282732341
176,一宮城,34.11058071697747, 134.46481979546007
177,引田城,34.23403444696491, 134.4084709523222
178,能島城,34.18300156925128, 133.0809891861871
179,河後森城,33.22510633009594, 132.70833130232683
180,岡豊城,33.59514324570815, 133.6225630336322
181,小倉城,33.88464049982717, 130.87428629251264
182,水城,33.51881329301742, 130.4930703881523
183,久留米城,33.32873899741546, 130.50782240523804
184,基肄城,33.444551841927286, 130.5105218047245
185,唐津城,33.453511312442274, 129.9782402314558
186,金田城,34.300883923858606, 129.273391268528
187,福江城,32.69338579571395, 128.84642962567978
188,原城,32.62912186517275, 130.2542065926564
189,鞠智城,33.00258421076608, 130.78605200703072
190,八代城,32.507902590412115, 130.59962615088094
191,中津城,33.60755365684374, 131.1866137577558
192,角牟礼城,33.309798539075004, 131.15413306218824
193,臼杵城,33.12183918496342, 131.8031558929321
194,佐伯城,32.96033809755134, 131.8898068640257
195,延岡城,32.58087168094334, 131.66296726476313
196,佐土原城,32.047125585249745, 131.42193035127676
197,志布志城,31.483128787739847, 131.10735374769646
198,知覧城,31.367711702965007, 130.4435957200354
199,座喜味城,26.408542292715193, 127.74173050293538
200,勝連城,26.33065623722345, 127.87903680355832
